,First_ans_time,First_acc_ans_time,Answers,Q_id,Q_create_time,View_count,Answer_count,Comment_count,Score,Accepted_Answer_id
27,,,[],63606049,2020-08-26 21:35:17,155,0,5,0,
28,,,[],64564545,2020-10-27 23:51:42,48,1,0,1,
29,,,[],63902401,2020-09-15 13:00:28,59,0,3,0,
30,,,[],63920887,2020-09-16 13:15:39,37,0,2,0,
31,,,[],64595546,2020-10-29 16:43:41,81,0,2,0,
32,,,[],60923314,2020-03-30 02:42:25,1100,1,0,0,60926442.0
33,,,[],60881999,2020-03-27 08:03:16,231,0,0,0,
34,,,[],61306391,2020-04-19 14:54:37,287,2,0,0,61670209.0
35,,,[],62435022,2020-06-17 17:33:25,367,1,0,2,62436033.0
36,,,[],65093007,2020-12-01 15:03:27,21,0,0,1,
37,,,[],61000500,2020-04-02 20:25:21,1130,2,8,0,61386745.0
38,,,[],61107371,2020-04-08 18:18:07,276,1,0,0,61107682.0
39,,,[],63899303,2020-09-15 09:50:13,252,2,0,0,63956740.0
40,,,[],63917142,2020-09-16 09:32:02,67,0,0,0,
41,,,[],59978959,2020-01-30 04:10:52,1478,1,0,9,
42,,,[],63785319,2020-09-07 23:23:32,334,1,0,4,63791977.0
43,,,[],64180222,2020-10-03 02:44:02,86,1,0,0,
44,,,[],62598130,2020-06-26 15:36:31,640,2,1,1,
45,,,[],64663385,2020-11-03 13:03:35,52,0,1,1,
46,,,[],63607919,2020-08-27 01:38:31,135,1,0,0,63608550.0
47,,,[],64491004,2020-10-22 21:49:35,71,0,0,0,
48,,,[],63017931,2020-07-21 15:30:10,542,0,6,0,
49,,,[],61776977,2020-05-13 14:15:49,396,2,0,4,
50,,,[],61551797,2020-05-01 22:29:44,643,1,0,2,61632692.0
51,,,[],64646867,2020-11-02 13:52:37,89,1,0,1,64647354.0
52,,,[],61558613,2020-05-02 11:28:47,202,0,15,0,
53,,,[],61821515,2020-05-15 14:22:36,195,1,0,2,
54,,,[],62882030,2020-07-13 18:27:08,264,1,1,1,
55,,,[],63608183,2020-08-27 02:18:42,107,1,0,2,63608360.0
56,,,[],63839885,2020-09-11 02:10:34,20,0,1,0,
57,,,[],63538113,2020-08-22 15:48:04,86,1,1,0,
58,,,[],60142937,2020-02-10 01:14:22,932,1,5,3,60481050.0
59,,,[],60192523,2020-02-12 16:07:04,1479,1,2,3,
60,,,[],65079466,2020-11-30 18:53:23,15,0,0,0,
61,,,[],63139394,2020-07-28 17:12:08,173,0,1,1,
62,,,[],62386631,2020-06-15 10:47:14,1300,2,0,0,62386694.0
63,,,[],63087586,2020-07-25 11:07:21,60,1,16,1,
64,,,[],61569900,2020-05-03 05:10:35,337,1,0,2,61704397.0
65,,,[],63924567,2020-09-16 16:44:47,114,1,0,1,63939998.0
66,,,[],63672261,2020-08-31 14:01:23,72,0,1,0,
67,,,[],60187634,2020-02-12 11:46:55,56,1,1,1,
68,,,[],64105840,2020-09-28 16:12:21,65,0,2,0,
69,,,[],63648380,2020-08-29 14:57:10,146,1,0,0,
70,,,[],61916760,2020-05-20 15:19:59,166,1,0,0,61929387.0
71,,,[],61127158,2020-04-09 17:49:07,157,1,0,2,61136147.0
72,,,[],60990897,2020-04-02 11:50:03,220,1,2,2,
73,,,[],64002602,2020-09-22 03:17:42,19,0,0,0,
74,,,[],61134980,2020-04-10 06:18:10,96,2,0,1,61136334.0
75,,,[],62040309,2020-05-27 09:54:16,674,3,0,0,62130091.0
76,,,[],63392315,2020-08-13 09:39:36,139,1,0,1,
77,,,[],59701981,2020-01-12 07:56:33,6759,1,0,3,59703711.0
78,,,[],64631124,2020-11-01 11:01:35,30,0,2,0,
79,,,[],63112907,2020-07-27 09:58:30,94,1,0,2,65016424.0
80,,,[],60492839,2020-03-02 16:20:07,4470,2,0,12,60493083.0
81,,,[],60243099,2020-02-15 21:01:26,643,1,0,3,60244493.0
82,,,[],61860156,2020-05-17 23:31:36,123,0,0,0,
83,,,[],60867353,2020-03-26 12:32:03,695,1,0,1,60989317.0
84,,,[],61073049,2020-04-07 04:52:46,235,0,7,1,
85,,,[],64610841,2020-10-30 15:00:15,61,1,2,1,64798263.0
86,,,[],61046012,2020-04-05 16:45:26,68,0,0,0,
87,,,[],64675655,2020-11-04 07:21:23,96,1,8,0,64728238.0
88,,,[],62703391,2020-07-02 19:05:55,263,1,4,3,62980607.0
89,,,[],61656822,2020-05-07 11:38:07,1150,2,0,1,61727773.0
90,,,[],64445784,2020-10-20 13:04:27,75,1,0,1,64450767.0
91,,,[],62545504,2020-06-23 23:53:18,39,0,3,0,
92,,,[],63281940,2020-08-06 10:46:05,53,1,2,1,
93,,,[],62644862,2020-06-29 18:52:31,23,0,2,0,
94,,,[],63626014,2020-08-28 00:57:19,100,1,1,2,63636417.0
95,,,[],63387831,2020-08-13 03:44:15,152,1,2,0,63403438.0
96,,,[],61166514,2020-04-12 03:32:30,323,1,1,2,
97,,,[],63478947,2020-08-19 01:57:18,242,1,1,2,63500593.0
98,,,[],63633633,2020-08-28 12:16:07,58,0,3,0,
99,,,[],60573957,2020-03-07 02:49:57,94,0,2,0,
100,,,[],62771502,2020-07-07 08:54:01,28,0,0,0,
101,,,[],61690689,2020-05-09 01:34:50,270,1,0,2,61690755.0
102,,,[],60914793,2020-03-29 13:08:48,233,1,0,2,60938998.0
103,,,[],59435020,2019-12-21 09:24:46,1356,2,0,4,59520904.0
104,,,[],64119623,2020-09-29 12:28:01,30,1,4,0,
105,,,[],62750798,2020-07-06 06:59:37,67,0,0,1,
106,,,[],65084644,2020-12-01 04:15:32,21,0,0,0,
107,,,[],64262302,2020-10-08 12:13:58,147,0,4,0,
108,,,[],60876394,2020-03-26 21:27:21,604,1,0,3,60883003.0
109,,,[],61022109,2020-04-03 23:57:55,214,1,0,0,
110,,,[],61567599,2020-05-02 23:18:17,284,1,0,6,61704348.0
111,,,[],64937822,2020-11-20 22:33:55,34,1,0,0,
112,,,[],63113763,2020-07-27 10:50:41,78,1,0,1,
113,,,[],57891759,2019-09-11 14:51:09,395,0,5,1,
114,,,[],64805769,2020-11-12 14:24:53,58,0,4,0,
115,,,[],64047261,2020-09-24 13:13:53,182,0,2,4,
116,,,[],63948641,2020-09-18 02:48:22,41,1,4,2,63948723.0
117,,,[],61191642,2020-04-13 15:52:49,62,1,0,1,
118,,,[],64702885,2020-11-05 18:04:27,51,1,1,-1,64710897.0
119,,,[],63141267,2020-07-28 19:14:26,1087,1,7,2,63177834.0
120,,,[],62638298,2020-06-29 12:35:53,18,0,0,0,
121,,,[],62658346,2020-06-30 13:15:41,82,0,3,1,
122,,,[],64193049,2020-10-04 09:34:38,71,0,0,0,
123,,,[],65034771,2020-11-27 09:19:45,33,1,0,1,65038457.0
124,,,[],60997438,2020-04-02 17:23:44,76,0,0,0,
125,,,[],54873721,2019-02-25 19:55:37,2123,2,0,5,
126,,,[],63932600,2020-09-17 06:43:15,96,1,0,0,
127,,,[],60996241,2020-04-02 16:18:47,42,0,2,0,
128,,,[],63236864,2020-08-03 20:58:51,50,1,2,0,
129,,,[],63689270,2020-09-01 14:02:15,159,1,0,0,
130,,,[],60345277,2020-02-21 19:42:58,377,1,1,0,60390257.0
131,,,[],64774966,2020-11-10 18:50:12,21,0,0,0,
132,,,[],62651112,2020-06-30 05:56:43,34,0,0,0,
133,,,[],63988599,2020-09-21 08:23:03,36,0,1,0,
134,,,[],62093326,2020-05-29 19:25:44,261,0,2,1,
135,,,[],61124443,2020-04-09 15:16:01,340,2,0,2,61125328.0
136,,,[],60579343,2020-03-07 15:48:08,1006,1,0,0,
137,,,[],62345557,2020-06-12 13:46:12,275,0,1,0,
138,,,[],64626637,2020-10-31 21:33:52,73,0,7,0,
139,,,[],62350438,2020-06-12 18:34:25,241,0,6,0,
140,,,[],64112358,2020-09-29 03:17:06,100,0,0,0,
141,,,[],63953597,2020-09-18 10:03:07,125,1,4,0,
142,,,[],57248098,2019-07-29 06:16:27,442,2,2,1,60574502.0
143,,,[],65025131,2020-11-26 15:40:15,30,0,1,0,
144,,,[],61227950,2020-04-15 11:49:22,53,1,2,1,
145,,,[],61825698,2020-05-15 18:07:17,60,1,0,1,61828910.0
146,,,[],59962851,2020-01-29 08:10:59,438,1,0,0,
147,,,[],60780181,2020-03-20 19:02:08,119,1,0,0,60780342.0
148,,,[],62797376,2020-07-08 14:41:57,610,1,0,0,
149,,,[],64793859,2020-11-11 20:45:18,31,0,2,0,
150,,,[],64646890,2020-11-02 13:53:54,34,1,0,0,64665758.0
151,,,[],60121768,2020-02-07 22:08:49,586,1,0,0,60173172.0
152,,,[],61482810,2020-04-28 14:35:18,316,1,0,0,61487842.0
153,,,[],60170037,2020-02-11 13:32:13,532,1,0,2,60171807.0
154,,,[],64310515,2020-10-12 01:18:20,32,1,0,0,
155,,,[],62961194,2020-07-17 20:14:29,258,1,0,3,62981360.0
156,,,[],60220842,2020-02-14 06:02:09,351,1,1,1,60224015.0
157,,,[],62502719,2020-06-21 18:20:17,406,0,12,1,
158,,,[],64342621,2020-10-13 20:20:30,63,1,3,0,64342707.0
159,,,[],62782001,2020-07-07 18:52:37,463,1,7,0,62848765.0
160,,,[],64023547,2020-09-23 08:04:00,39,1,0,1,64024615.0
161,,,[],62361657,2020-06-13 15:10:53,29,0,0,0,
162,,,[],65123084,2020-12-03 09:24:17,16,0,2,0,
163,,,[],63918658,2020-09-16 11:04:39,13,1,0,0,
