,First_ans_time,First_acc_ans_time,Answers,Q_id,Q_create_time,View_count,Answer_count,Comment_count,Score,Accepted_Answer_id
107,,,[],49742625,2018-04-09 22:29:51,1754,2,1,1,49768707.0
108,,,[],62274014,2020-06-09 02:22:36,294,1,0,0,
109,,,[],46480972,2017-09-29 02:37:57,91,1,1,0,
110,,,[],64756123,2020-11-09 17:13:06,17,1,3,0,64757545.0
111,,,[],57061969,2019-07-16 16:43:12,122,0,5,0,
112,,,[],64268742,2020-10-08 18:39:22,57,0,6,1,
113,,,[],59037704,2019-11-25 18:05:08,72,2,0,1,
114,,,[],63132181,2020-07-28 10:38:11,125,0,0,0,
115,,,[],55814318,2019-04-23 15:11:50,88,1,0,0,
116,,,[],51554788,2018-07-27 09:21:53,234,0,2,0,
117,,,[],56391692,2019-05-31 08:49:38,377,1,4,1,56490622.0
118,,,[],52503695,2018-09-25 17:24:06,1381,2,2,2,52506059.0
119,,,[],61655781,2020-05-07 10:41:56,167,1,4,2,
120,,,[],61837275,2020-05-16 13:08:43,70,1,1,0,61839140.0
121,,,[],63254843,2020-08-04 20:50:01,285,1,0,0,
122,,,[],57365477,2019-08-05 20:10:47,449,0,9,1,
123,,,[],62312611,2020-06-10 20:33:10,46,1,2,1,62314551.0
124,,,[],61778197,2020-05-13 15:11:02,24,0,8,0,
125,,,[],54994658,2019-03-05 02:43:35,2187,2,0,3,54994818.0
126,,,[],61015728,2020-04-03 15:55:09,848,1,0,1,61020286.0
127,,,[],49065222,2018-03-02 08:22:28,1014,1,0,-1,49720172.0
128,,,[],47553103,2017-11-29 12:38:41,946,1,1,0,47553196.0
129,,,[],61689643,2020-05-08 23:18:15,35,1,7,0,61690302.0
130,,,[],62156124,2020-06-02 15:56:57,190,1,0,0,62156345.0
131,,,[],42795226,2017-03-14 19:47:08,2135,1,0,1,
132,,,[],60158625,2020-02-10 21:22:38,112,0,8,1,
133,,,[],64142041,2020-09-30 16:39:33,29,0,0,2,
134,,,[],48226221,2018-01-12 12:22:04,2668,2,0,4,48227012.0
135,,,[],54247715,2019-01-18 04:19:59,1088,0,3,2,
136,,,[],60312775,2020-02-20 04:10:06,144,2,0,1,
137,,,[],64846787,2020-11-15 16:17:54,19,0,0,1,
138,,,[],65092624,2020-12-01 14:39:50,29,1,1,0,65094164.0
139,,,[],60939198,2020-03-30 20:45:24,463,1,1,0,
140,,,[],56675943,2019-06-19 21:15:39,14422,2,1,16,
141,,,[],59072659,2019-11-27 14:41:24,1353,2,0,2,59073036.0
142,,,[],63380445,2020-08-12 16:03:34,89,1,0,0,
143,,,[],62338595,2020-06-12 06:18:56,92,0,3,0,
144,,,[],63487775,2020-08-19 13:12:26,58,1,5,0,
145,,,[],61741843,2020-05-12 00:42:10,180,1,0,1,
146,,,[],51180423,2018-07-04 20:30:50,3465,1,0,1,
147,,,[],63424990,2020-08-15 10:28:48,224,1,0,-1,63425555.0
148,,,[],62480165,2020-06-20 00:09:21,109,2,0,0,62533950.0
149,,,[],48822463,2018-02-16 08:05:10,24470,2,0,7,48938860.0
150,,,[],64156202,2020-10-01 13:16:02,359,2,0,4,64156912.0
151,,,[],63740367,2020-09-04 11:33:28,37,1,0,0,63782988.0
152,,,[],57258882,2019-07-29 17:39:16,108,1,0,0,
153,,,[],53874379,2018-12-20 18:45:05,189,1,2,-1,
154,,,[],60467264,2020-02-29 16:26:10,1167,1,0,1,
155,,,[],64092022,2020-09-27 18:40:36,115,0,2,3,
156,,,[],55030766,2019-03-06 19:25:53,279,1,0,1,59727129.0
157,,,[],58632551,2019-10-30 19:39:21,116,0,3,0,
158,,,[],65014887,2020-11-26 01:20:19,85,1,7,1,
159,,,[],49445701,2018-03-23 08:55:30,1300,1,0,2,49461174.0
160,,,[],61375457,2020-04-22 21:31:29,37,1,0,1,61375759.0
161,,,[],58954799,2019-11-20 12:51:30,456,1,0,1,58954894.0
162,,,[],52343382,2018-09-15 09:20:44,1238,1,2,0,
163,,,[],53496570,2018-11-27 09:34:18,2204,2,0,3,53496823.0
164,,,[],64515207,2020-10-24 15:47:56,35,0,2,0,
165,,,[],57425873,2019-08-09 08:03:59,163,1,0,0,
166,,,[],51909270,2018-08-18 13:39:33,574,1,0,0,51909340.0
167,,,[],58893823,2019-11-16 18:20:18,58,1,0,-1,
168,,,[],48274929,2018-01-16 05:57:46,20905,1,0,29,48278089.0
169,,,[],55342589,2019-03-25 16:40:57,371,1,0,0,
170,,,[],49247369,2018-03-13 02:27:32,88,1,3,0,
171,,,[],62166719,2020-06-03 06:41:16,612,3,0,1,62167204.0
172,,,[],56783182,2019-06-27 02:40:15,4492,2,4,1,56799053.0
173,,,[],57993899,2019-09-18 13:27:34,1582,1,1,2,58002399.0
174,,,[],55369821,2019-03-27 04:27:51,4336,1,0,5,
175,,,[],57104935,2019-07-19 02:57:06,54,1,0,3,57109077.0
176,,,[],59300326,2019-12-12 08:21:41,104,0,1,0,
177,,,[],51986758,2018-08-23 13:19:07,6042,1,0,5,52032471.0
178,,,[],57815801,2019-09-06 04:39:32,206,1,0,2,
179,,,[],62569202,2020-06-25 06:32:45,115,1,2,1,
180,,,[],65155494,2020-12-05 09:26:28,29,2,0,0,
181,,,[],61143910,2020-04-10 15:53:58,39,0,0,0,
182,,,[],57710920,2019-08-29 13:07:17,74,1,3,-4,
183,,,[],58733721,2019-11-06 15:38:05,323,1,0,6,
184,,,[],61556129,2020-05-02 07:57:16,30,0,0,1,
185,,,[],64138426,2020-09-30 13:15:33,93,1,0,0,64144405.0
186,,,[],57763326,2019-09-02 22:54:46,42,0,0,2,
187,,,[],63222657,2020-08-03 01:36:16,177,1,0,1,63233730.0
188,,,[],58251047,2019-10-05 18:12:36,71,0,4,1,
189,,,[],54682457,2019-02-14 02:42:03,990,1,0,1,54682931.0
190,,,[],62806681,2020-07-09 02:56:33,566,1,0,0,62812910.0
191,,,[],61490158,2020-04-28 21:20:08,56,1,0,-2,
192,,,[],43664444,2017-04-27 17:33:57,75416,6,0,19,
193,,,[],62748639,2020-07-06 03:00:51,21,0,1,0,
194,,,[],61039700,2020-04-05 08:05:07,798,1,0,1,61039752.0
195,,,[],56534732,2019-06-10 23:42:01,2536,1,1,1,56534733.0
196,,,[],63418904,2020-08-14 19:21:24,71,1,0,1,
197,,,[],62472438,2020-06-19 14:28:33,274,1,0,2,62544040.0
198,,,[],64944839,2020-11-21 15:33:11,17,0,1,0,
199,,,[],61312746,2020-04-19 22:57:26,72,1,3,1,
200,,,[],62868829,2020-07-13 03:28:00,178,0,7,0,
201,,,[],64585455,2020-10-29 05:24:09,63,0,3,0,
202,,,[],63778509,2020-09-07 13:25:33,175,2,0,2,63779051.0
203,,,[],63789391,2020-09-08 07:48:45,21,0,2,1,
204,,,[],52119162,2018-08-31 16:02:18,394,1,1,1,
205,,,[],63366703,2020-08-11 21:34:46,49,1,1,0,
206,,,[],56238599,2019-05-21 12:44:10,558,1,0,1,56239004.0
207,,,[],61883535,2020-05-19 04:56:14,88,1,0,1,61883713.0
208,,,[],52298179,2018-09-12 14:58:15,910,2,0,2,52311503.0
209,,,[],59183865,2019-12-04 20:01:36,25,1,0,1,
210,,,[],60897306,2020-03-28 04:39:12,126,0,2,0,
211,,,[],59048467,2019-11-26 10:11:24,477,1,5,0,
212,,,[],63421750,2020-08-15 01:27:16,88,1,1,1,
213,,,[],61301519,2020-04-19 08:29:35,43,0,1,0,
214,,,[],63350404,2020-08-11 01:55:25,50,1,3,0,
215,,,[],60893196,2020-03-27 19:48:39,63,0,0,0,
216,,,[],61128098,2020-04-09 18:43:41,57,1,2,0,
217,,,[],56429621,2019-06-03 14:39:24,239,2,0,1,56429994.0
218,,,[],48796469,2018-02-14 21:23:33,2410,1,1,4,48922863.0
219,,,[],65115120,2020-12-02 19:46:39,21,0,1,0,
220,,,[],65103014,2020-12-02 06:05:21,22,1,0,3,
221,,,[],62349556,2020-06-12 17:35:33,55,0,1,0,
222,,,[],62055185,2020-05-28 00:49:51,183,1,0,1,62055215.0
223,,,[],64084881,2020-09-27 04:44:13,50,1,0,1,64128961.0
224,,,[],64929665,2020-11-20 12:40:25,94,1,1,1,64931465.0
225,,,[],64823332,2020-11-13 15:12:04,111,1,5,4,64866990.0
226,,,[],63089405,2020-07-25 14:14:52,24,1,1,1,
227,,,[],60444507,2020-02-28 02:37:52,83,0,0,0,
228,,,[],59551458,2020-01-01 09:51:34,634,2,0,3,
229,,,[],58241313,2019-10-04 18:07:41,1224,1,0,1,
230,,,[],64832467,2020-11-14 09:24:53,31,0,0,1,
231,,,[],63264460,2020-08-05 11:44:18,61,0,2,0,
232,,,[],59511040,2019-12-28 12:51:00,24,1,0,0,
233,,,[],58308257,2019-10-09 16:12:01,1353,1,0,2,58319330.0
234,,,[],60656880,2020-03-12 15:08:59,84,1,0,0,
235,,,[],55812434,2019-04-23 13:32:08,104,1,0,1,
236,,,[],47488598,2017-11-25 17:15:07,7225,1,0,3,47488703.0
237,,,[],45113245,2017-07-15 00:22:09,47077,6,3,43,
238,,,[],58529988,2019-10-23 19:43:38,256,1,1,0,
239,,,[],53844826,2018-12-19 04:57:50,3709,1,0,3,53845510.0
240,,,[],61099847,2020-04-08 11:42:56,271,0,0,0,
241,,,[],64348688,2020-10-14 07:39:53,37,0,3,0,
242,,,[],60082711,2020-02-05 19:18:10,77,0,3,0,
243,,,[],60272142,2020-02-18 00:25:56,106,0,1,1,
244,,,[],57900190,2019-09-12 05:24:34,62,1,0,0,
245,,,[],60028614,2020-02-02 17:17:00,80,1,0,0,60042671.0
246,,,[],59080201,2019-11-28 00:27:41,45,1,0,0,
247,,,[],50087252,2018-04-29 13:45:31,11329,1,0,12,50090809.0
248,,,[],62109055,2020-05-30 21:46:14,75,1,0,1,
249,,,[],58946353,2019-11-20 03:46:38,44,1,1,-2,58946633.0
250,,,[],53467460,2018-11-25 12:31:17,826,1,1,1,
251,,,[],62588779,2020-06-26 05:49:46,432,1,2,1,62588955.0
252,,,[],57151432,2019-07-22 17:59:04,965,3,2,0,
253,,,[],62587345,2020-06-26 02:57:57,187,0,1,0,
254,,,[],61009940,2020-04-03 10:34:00,164,0,0,0,
255,,,[],64627576,2020-11-01 00:13:25,23,1,0,0,64629032.0
256,,,[],57771959,2019-09-03 12:39:39,38,0,2,1,
257,,,[],61945404,2020-05-21 23:25:18,666,1,0,1,
258,,,[],52126579,2018-09-01 08:59:29,599,1,0,2,
259,,,[],60063910,2020-02-04 18:56:58,317,1,10,0,
260,,,[],54316053,2019-01-22 20:33:27,982,1,0,2,54320892.0
261,,,[],62014720,2020-05-26 04:32:29,154,0,3,1,
262,,,[],62099030,2020-05-30 07:06:57,57,1,1,2,62105323.0
263,,,[],60865167,2020-03-26 10:27:05,40,1,1,2,
264,,,[],53043713,2018-10-29 10:39:49,735,1,5,3,
265,,,[],60367356,2020-02-23 22:12:12,29,0,0,0,
266,,,[],65133426,2020-12-03 20:12:22,19,0,2,0,
267,,,[],42479902,2017-02-27 07:21:10,156271,8,0,234,42482819.0
268,,,[],62111894,2020-05-31 05:18:57,34,0,9,0,
269,,,[],61862678,2020-05-18 04:54:45,24,0,0,0,
270,,,[],55691819,2019-04-15 14:50:47,3556,1,0,6,55692797.0
271,,,[],59863263,2020-01-22 15:38:11,1277,1,1,5,60000354.0
272,,,[],62453430,2020-06-18 15:19:52,208,1,0,0,62459160.0
273,,,[],59273275,2019-12-10 18:22:59,248,1,0,0,
274,,,[],61412874,2020-04-24 16:21:02,2135,1,1,4,61414291.0
275,,,[],61226042,2020-04-15 10:02:31,99,1,0,1,
276,,,[],64372169,2020-10-15 13:02:02,25,0,4,0,
277,,,[],60157858,2020-02-10 20:23:28,221,1,2,1,
278,,,[],56549448,2019-06-11 18:06:03,69,1,7,1,
279,,,[],59260854,2019-12-10 05:36:01,251,1,0,1,59260958.0
280,,,[],62318970,2020-06-11 07:13:25,432,3,2,2,
281,,,[],62126586,2020-06-01 06:08:37,17,1,0,-1,
282,,,[],62129665,2020-06-01 09:55:50,33,1,2,0,62132523.0
283,,,[],63269658,2020-08-05 16:37:35,32,1,1,-2,
284,,,[],55948551,2019-05-02 08:35:34,1166,1,1,0,
285,,,[],62941402,2020-07-16 18:34:23,96,1,0,1,
286,,,[],60189355,2020-02-12 13:21:45,83,1,0,1,
287,,,[],64267027,2020-10-08 16:42:30,19,0,2,0,
288,,,[],47319704,2017-11-16 00:40:02,814,1,3,2,47321945.0
289,,,[],47373421,2017-11-19 03:26:05,346,1,1,0,
290,,,[],50919752,2018-06-19 02:14:16,2917,1,2,2,50920208.0
291,,,[],62538079,2020-06-23 15:12:56,686,1,0,1,62542474.0
292,,,[],63852258,2020-09-11 18:12:51,96,1,1,2,63852426.0
293,,,[],61398117,2020-04-23 22:36:41,98,1,1,-2,61398645.0
294,,,[],51704247,2018-08-06 09:16:34,354,1,0,0,
295,,,[],58251122,2019-10-05 18:23:49,40,1,4,0,58251775.0
296,,,[],62276020,2020-06-09 06:02:58,92,1,2,-1,62279046.0
297,,,[],62206826,2020-06-05 01:47:40,181,1,1,0,62207015.0
298,,,[],59268952,2019-12-10 14:01:56,128,2,4,0,59311106.0
299,,,[],64369385,2020-10-15 10:15:46,31,1,0,0,64371855.0
300,,,[],62311058,2020-06-10 18:53:29,56,1,1,0,62314924.0
301,,,[],58671916,2019-11-02 14:15:56,254,1,2,1,
302,,,[],64876788,2020-11-17 14:03:02,27,0,0,4,
303,,,[],61565156,2020-05-02 19:29:21,184,1,1,-1,
304,,,[],50710037,2018-06-05 22:56:24,397,2,0,0,
305,,,[],59584457,2020-01-03 19:45:22,1554,3,0,7,
306,,,[],61964909,2020-05-22 22:36:25,31,0,0,0,
307,,,[],60421630,2020-02-26 19:59:16,475,1,0,2,60423435.0
308,,,[],59280816,2019-12-11 07:33:43,290,0,2,0,
309,,,[],50734480,2018-06-07 06:39:03,71,0,4,1,
310,,,[],64565697,2020-10-28 02:33:49,10,0,0,0,
311,,,[],58125674,2019-09-26 22:53:32,674,1,0,0,58125780.0
312,,,[],62099164,2020-05-30 07:22:28,76,0,10,1,
313,,,[],56849779,2019-07-02 09:52:29,622,0,5,1,
314,,,[],55774902,2019-04-20 15:20:59,127,1,2,0,55790170.0
315,,,[],61697227,2020-05-09 13:09:15,362,1,0,0,61697908.0
316,,,[],58786354,2019-11-10 06:44:06,36,1,0,0,
317,,,[],60005715,2020-01-31 14:22:00,238,1,0,2,60170023.0
318,,,[],59999705,2020-01-31 07:35:50,40,0,4,1,
319,,,[],63936020,2020-09-17 10:21:41,29,0,2,0,
320,,,[],61245215,2020-04-16 07:52:18,768,1,0,1,61250485.0
321,,,[],56821925,2019-06-30 01:49:47,524,1,2,4,56825094.0
322,,,[],57995859,2019-09-18 15:05:25,85,1,0,1,57999454.0
323,,,[],65156637,2020-12-05 11:55:28,36,0,2,3,
324,,,[],65049435,2020-11-28 12:12:57,22,1,0,2,65050272.0
325,,,[],65137260,2020-12-04 02:55:27,12,0,0,0,
326,,,[],53890913,2018-12-21 21:21:51,31,1,0,0,53891024.0
327,,,[],58256194,2019-10-06 10:03:39,29,0,0,1,
328,,,[],45929573,2017-08-29 01:53:28,3411,1,0,4,46417075.0
329,,,[],55193322,2019-03-16 04:00:50,3759,1,0,-3,
330,,,[],60724571,2020-03-17 14:37:46,156,1,0,0,
331,,,[],64089044,2020-09-27 13:37:49,97,0,0,0,
332,,,[],55133700,2019-03-13 03:03:22,1595,1,4,5,55191819.0
333,,,[],54727465,2019-02-16 20:42:00,137,1,4,0,54804188.0
334,,,[],56093749,2019-05-11 19:47:55,910,2,0,0,56095390.0
335,,,[],62350436,2020-06-12 18:34:19,113,1,0,1,62351594.0
336,,,[],61956923,2020-05-22 14:10:21,153,1,0,0,61958503.0
337,,,[],58518980,2019-10-23 08:50:46,390,1,0,0,58524602.0
338,,,[],64574142,2020-10-28 13:42:49,35,1,1,0,64574689.0
339,,,[],55584747,2019-04-09 03:34:56,3337,1,0,9,55585194.0
340,,,[],57836679,2019-09-07 19:03:12,138,2,0,0,57836815.0
341,,,[],44717100,2017-06-23 08:50:59,24884,2,0,12,44719369.0
342,,,[],52827601,2018-10-16 03:32:36,74,0,0,1,
343,,,[],55669763,2019-04-13 20:50:27,47,1,0,0,
344,,,[],62125405,2020-06-01 03:49:59,511,1,0,0,62126272.0
345,,,[],56923703,2019-07-07 15:47:02,132,1,1,1,
346,,,[],53663166,2018-12-07 04:16:51,81,0,3,0,
347,,,[],62644040,2020-06-29 17:56:59,26,0,0,0,
348,,,[],60689453,2020-03-15 03:26:14,37,1,0,0,
349,,,[],62246089,2020-06-07 13:30:48,343,1,2,1,62255203.0
350,,,[],59005509,2019-11-23 07:32:36,204,1,5,0,59031735.0
351,,,[],64088157,2020-09-27 11:52:20,1139,2,7,1,64146071.0
352,,,[],60955126,2020-03-31 16:16:50,97,0,0,2,
353,,,[],61405407,2020-04-24 09:40:58,78,0,7,0,
354,,,[],60877440,2020-03-26 22:55:31,18,1,0,0,
355,,,[],63618047,2020-08-27 14:18:34,48,1,2,-2,63618774.0
356,,,[],63530582,2020-08-21 22:03:38,40,0,2,1,
357,,,[],54445471,2019-01-30 16:44:00,269,1,0,2,54446039.0
358,,,[],64779266,2020-11-11 01:38:31,93,1,0,0,64780114.0
359,,,[],61718535,2020-05-10 20:49:56,47,1,5,0,
360,,,[],58589349,2019-10-28 10:33:47,1049,1,0,1,58589952.0
361,,,[],60021266,2020-02-01 21:33:01,594,1,1,3,
362,,,[],58439395,2019-10-17 19:18:24,240,0,2,2,
363,,,[],63076590,2020-07-24 15:21:45,108,2,0,-1,
364,,,[],60527655,2020-03-04 13:52:25,89,0,2,1,
365,,,[],46756709,2017-10-15 15:29:09,96,1,3,0,
366,,,[],45618655,2017-08-10 16:09:19,1694,1,2,0,46182341.0
367,,,[],62442937,2020-06-18 05:25:11,22,0,0,0,
368,,,[],62351295,2020-06-12 19:37:36,117,0,4,1,
369,,,[],45490265,2017-08-03 16:48:25,641,1,5,0,45562424.0
370,,,[],50086577,2018-04-29 12:30:59,3802,1,1,2,50100225.0
371,,,[],62415251,2020-06-16 18:26:41,243,2,0,1,62415355.0
372,,,[],64925948,2020-11-20 08:15:37,13,0,0,0,
373,,,[],54824768,2019-02-22 10:13:25,936,1,2,3,54895171.0
374,,,[],55792839,2019-04-22 10:21:01,281,1,2,-4,
375,,,[],64098364,2020-09-28 08:16:44,60,1,0,0,
376,,,[],64170444,2020-10-02 11:04:48,25,1,0,0,64171197.0
377,,,[],55473368,2019-04-02 11:12:02,1081,1,0,0,
378,,,[],51943308,2018-08-21 07:04:39,168,2,7,-1,51943349.0
379,,,[],51125227,2018-07-01 16:53:48,251,1,0,0,
380,,,[],54323427,2019-01-23 09:00:42,1183,1,2,8,54719164.0
381,,,[],61580468,2020-05-03 19:30:39,93,1,4,-1,61582367.0
382,,,[],54977756,2019-03-04 06:34:38,331,1,0,2,54978514.0
383,,,[],61558291,2020-05-02 11:01:51,8568,1,1,2,
384,,,[],63265578,2020-08-05 12:48:01,45,1,0,-2,
385,,,[],55718119,2019-04-17 00:03:47,444,1,0,2,55720410.0
386,,,[],58310080,2019-10-09 18:20:39,65,1,2,2,
387,,,[],56667596,2019-06-19 12:25:48,3068,3,0,2,56668307.0
388,,,[],47267293,2017-11-13 15:00:09,324,1,0,0,47267421.0
389,,,[],56027238,2019-05-07 16:53:15,44,1,2,0,
390,,,[],48940080,2018-02-23 02:07:29,419,1,5,1,
391,,,[],59358141,2019-12-16 13:58:49,373,3,3,1,
392,,,[],58349230,2019-10-11 22:38:02,48,0,3,0,
393,,,[],59697062,2020-01-11 17:47:24,81,1,0,0,63002091.0
394,,,[],59525926,2019-12-30 05:01:21,133,1,0,0,
395,,,[],63215665,2020-08-02 11:52:36,73,1,4,3,63217284.0
396,,,[],51828551,2018-08-13 18:33:36,380,1,0,1,51829543.0
397,,,[],64645040,2020-11-02 11:49:33,44,0,3,0,
398,,,[],57526302,2019-08-16 14:20:19,43,0,0,1,
399,,,[],61584587,2020-05-04 03:12:10,33,1,2,-2,
400,,,[],63606049,2020-08-26 21:35:17,155,0,5,0,
401,,,[],57276137,2019-07-30 16:28:43,37,1,0,0,
402,,,[],63178559,2020-07-30 17:43:28,42,0,3,0,
403,,,[],55937437,2019-05-01 13:58:28,984,1,0,2,
